"Administrative Unit Number","School Number","Institution Name","Address","Address Line 2 ","City","State","Zip Code","Zip Code Extension","Latitude","Longitude","WebAddress","Grades","Georeferenced Latitude & Longitude"
"101264003","4700","Hutchinson El Sch","213 Mountain View Road",,"Uniontown","PA","15401","9405","39.86116618","-79.70830254","http://www.lhsd.org","K5F-5","POINT (-79.70830254 39.86116618)"
"110183602","7590","Central Mountain MS","200 Ben Avenue",,"Mill Hall","PA","17751",,"41.109007","-77.494611","http://www.kcsd.k12.pa.us/","5-6,7-8","POINT (-77.494611 41.109007)"
"905250473","0","Rice Avenue Comm Public Lib","705 Rice Avenue",,"Girard","PA","16417","1122","42.0070618","-80.3245747","http://www.riceavenuelibrary.org",,"POINT (-80.3245747 42.0070618)"
"322090013","0","Community Educational Center","5151 Cold Spring Creamery Rd",,"Doylestown","PA","18902",,"40.35821","-75.088421","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.088421 40.35821)"
"926511093","0","Library Company of Philadelphia","1314 Locust St",,"Philadelphia","PA","19107",,"39.9477602","-75.1631569","https://librarycompany.org/",,"POINT (-75.1631569 39.9477602)"
"300091150","0","Childtowne Montessori School","1380 Bristol Rd",,"Churchville","PA","18966",,"40.18123","-75.015871","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.015871 40.18123)"
"101631703","7216","Cecil Intrmd Sch","3676 Millers Run Rd",,"Mc Donald","PA","15057","4420","40.31905071","-80.2239244","http://www.cmsd.k12.pa.us","6-May","POINT (-80.2239244 40.31905071)"
"111000000","0","Tuscarora IU 11","2527 US Highway 522 South",,"Mc Veytown","PA","17051","9717","40.444265","-77.840518","https://www.tiu11.org/",,"POINT (-77.840518 40.444265)"
"112281302","0","Chambersburg Area SD","435 Stanley Ave",,"Chambersburg","PA","17201","3405","39.925278","-77.655838","http://www.casdonline.org",,"POINT (-77.655838 39.925278)"
"124156703","8064","Hopewell El Sch","602 Garfield Street",,"Oxford","PA","19363",,"39.778974","-75.970522","http://www.oxfordasd.org","6-May","POINT (-75.970522 39.778974)"
"215217403","0","St Theresa School","1200 Bridge St",,"New Cumberland","PA","17070",,"40.589224","-75.336747","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.336747 40.589224)"
"112011103","0","Bermudian Springs SD","7335 Carlisle Pike",,"York Springs","PA","17372","8807","39.9793","-77.083994","http://www.bermudian.org",,"POINT (-77.083994 39.9793)"
"126515001","7663","Washington Grover Jr Sch","201 E Olney Avenue",,"Philadelphia","PA","19120","2514","40.03543375","-75.11793642","http://www.philasd.org","5-6,7-8","POINT (-75.11793642 40.03543375)"
"105251453","0","Corry Area SD","540 East Pleasant Street",,"Corry","PA","16407",,"41.919365","-79.625899","http://www.corrysd.net",,"POINT (-79.625899 41.919365)"
"918402134","0","Osterhout Free Library","71 S Franklin St",,"Wilkes-Barre","PA","18701","1287","41.2460077","-75.8851669","http://www.osterhout.info",,"POINT (-75.8851669 41.2460077)"
"124151607","7292","Chester Co Technical College HS-Brandywine","443 Boot Road",,"Downingtown","PA","19335",,"40.004453","-75.68193","http://www.cciu.org","12-Sep","POINT (-75.68193 40.004453)"
"204436154","0","Pine Hollow School","196 McCartney Road",,"Fredonia","PA","16124",,"41.366908","-80.189089","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-80.189089 41.366908)"
"103029203","0","Upper St. Clair SD","1775 McLaughlin Run Road",,"Pittsburgh","PA","15241",,"40.336177","-80.074619","http://www.uscsd.k12.pa.us",,"POINT (-80.074619 40.336177)"
"113369003","2660","Lititz El Sch","20 S Cedar St",,"Lititz","PA","17543","1950","40.15603","-76.304552","http://www.warwicksd.org","K5H-6","POINT (-76.304552 40.15603)"
"101632403","0","Fort Cherry SD","110 Fort Cherry Road",,"Mc Donald","PA","15057","2975","40.347981","-80.281798","http://www.fortcherry.org",,"POINT (-80.281798 40.347981)"
"216603503","0","Morningstar Mennonite School","1835 Mench Road",,"Mifflinburg","PA","17844",,"40.89834","-77.055231","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-77.055231 40.89834)"
"122098403","8410","6th Grade Center","349 S 9th St",,"Quakertown","PA","18951",,"40.434136","-75.346991","http://www.qcsd.org","6","POINT (-75.346991 40.434136)"
"223465702","0","Plymouth Meeting Friends School","2150 Butler Pike",,"Plymouth Meeting","PA","19462",,"40.10144","-75.280551","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.280551 40.10144)"
"203025225","0","Sewickley Academy","315 Academy Ave",,"Sewickley","PA","15143",,"40.545037","-80.189929","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-80.189929 40.545037)"
"126513250","7584","Young Scholars CS","900 N Marshall St",,"Philadelphia","PA","19123",,"39.97481726","-75.15911995","http://www.phillyscholars.org/","5-6,7-8","POINT (-75.15911995 39.97481726)"
"112281302","8047","Benjamin Chambers El Sch","481 North Franklin St",,"Chambersburg","PA","17201",,"39.945239","-77.667712","http://www.casdonline.org","K5F-5","POINT (-77.667712 39.945239)"
"112675503","4598","Red Lion Area SHS","200 Horace Mann Ave",,"Red Lion","PA","17356","2403","39.896551","-76.600499","http://www.rlasd.net","12-Sep","POINT (-76.600499 39.896551)"
"105252807","5045","Erie County Technical School","8500 Oliver Road",,"Erie","PA","16509","4699","42.027666","-80.092588","http://www.ects.org","12-Sep","POINT (-80.092588 42.027666)"
"222091902","0","Faith Baptist Chrst Academy","1515 Wistar Rd",,"Fairless Hills","PA","19030","4005","40.16741","-74.868811","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-74.868811 40.16741)"
"123465702","3323","Pennfield MS","726 Forty Foot Rd",,"Hatfield","PA","19440","2897","40.27296753","-75.3114315","http://www.npenn.org","9-Jul","POINT (-75.3114315 40.27296753)"
"129544907","8161","Gillingham Charter School","915 Howard Avenue",,"Pottsville","PA","17901",,"40.680493","-76.200887","http://www.gillinghamcharterschool.org","K5F-6,7-12","POINT (-76.200887 40.680493)"
"118406003","2955","Northwest Area Intermediate Sch","21 Sunset Lake Rd",,"Shickshinny","PA","18655",,"41.22040692","-76.1176794","http://www.nasdedu.com","6-Mar","POINT (-76.1176794 41.22040692)"
"107657503","6191","Southmoreland SHS","2351 Route 981","Box A","Alverton","PA","15612","230","40.13841343","-79.59255947","http://www.southmoreland.net/","12-Sep","POINT (-79.59255947 40.13841343)"
"113364002","2598","Burrowes El Sch","1001 E Orange St",,"Lancaster","PA","17602","3215","40.04226083","-76.28309698","http://www.lancaster.k12.pa.us/","PreKF,K5F-5","POINT (-76.28309698 40.04226083)"
"119350303","2407","Newton-Ransom Sch","1549 Newton Ransom Boulevard",,"Clarks Summit","PA","18411","9802","41.477762","-75.74774","http://www.ahsd.org","K5H,1-4","POINT (-75.74774 41.477762)"
"216550953","0","Jacks Mountain Amish Parochial","93 Amish School Lane",,"McClure","PA","17841",,"40.759456","-77.296464","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-77.296464 40.759456)"
"126515001","6525","Conwell Russell MS","1849 E Clearfield St",,"Philadelphia","PA","19134","3156","39.99426024","-75.11474087","http://www.philasd.org","5-6,7-8","POINT (-75.11474087 39.99426024)"
"125238402","6501","Harris Sch","501 Sharon Avenue",,"Collingdale","PA","19023","3498","39.914875","-75.27835","http://www.sedelco.org","K5F-6,7-8","POINT (-75.27835 39.914875)"
"110141103","1342","Bellefonte Area MS","100 N School St",,"Bellefonte","PA","16823","2310","40.91311375","-77.76146575","http://www.basd.net","6,7-8","POINT (-77.76146575 40.91311375)"
"118402603","5242","Greater Nanticoke Area SHS","425 Kosciuszko St",,"Nanticoke","PA","18634","2698","41.204008","-75.992606","http://www.gnasd.com","12-Sep","POINT (-75.992606 41.204008)"
"113361703","2532","Conestoga Valley SHS","2110 Horseshoe Rd",,"Lancaster","PA","17601","6099","40.052234","-76.220751","http://www.conestogavalley.org","12-Sep","POINT (-76.220751 40.052234)"
"211441103","0","Clearview Amish School","3280 East Back Mountain Road",,"Belleville","PA","17004",,"40.619529","-77.74487","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-77.74487 40.619529)"
"226512842","0","Jameson Christian Academy","5301 Wynnefield Avenue",,"Philadelphia","PA","19031",,"39.9921","-75.231321","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.231321 39.9921)"
"215213243","0","Middle Run Parochial School","901 Means Hollow Rd",,"Shippensburg","PA","17257",,"40.01902","-77.504291","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-77.504291 40.01902)"
"151514721","7961","Mastery CS-Pickett Campus","5700 Wayne Avenue",,"Philadelphia","PA","19144",,"40.031721","-75.17899","http://www.masterycharter.org/","6,7-12","POINT (-75.17899 40.031721)"
"113382303","6612","Eastern Lebanon Co MS","60 Evergreen Dr",,"Myerstown","PA","17067","2611","40.34070275","-76.28904998","http://www.elcosd.org","6,7-8","POINT (-76.28904998 40.34070275)"
"112671303","7696","Sinking Springs El Sch","2850 Susquehanna Trail",,"York","PA","17406",,"40.0117147","-76.74989006","http://www.cysd.k12.pa.us","6-Apr","POINT (-76.74989006 40.0117147)"
"203024075","0","Western PA Montessori School Inc","2379 Wyland Ave",,"Allison Park","PA","15101",,"40.56115","-79.973171","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-79.973171 40.56115)"
"210181003","0","Deer Hollow Parochial School","511 Beagle Rd",,"Mill Hall","PA","17751","9801","41.08508","-77.402961","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-77.402961 41.08508)"
"103021903","8094","Clairton MS/HS","501 Waddell Ave",,"Clairton","PA","15025",,"40.293868","-79.885347","http://www.clairton.k12.pa.us","6,7-12","POINT (-79.885347 40.293868)"
"126515001","7229","Hill Freedman World Academy","1100 E. Mt. Pleasant Ave.",,"Philadelphia","PA","19150",,"40.056658","-75.164569","http://www.philasd.org","6,7-12","POINT (-75.164569 40.056658)"
"110147003","0","Penns Valley Area SD","4528 Penns Valley Road",,"Spring Mills","PA","16875","9403","40.875858","-77.530787","http://www.pennsvalley.org",,"POINT (-77.530787 40.875858)"
"122092353","5096","Council Rock HS North","62 Swamp Rd",,"Newtown","PA","18940",,"40.23131335","-74.94530592","https://www.crsd.org/crnorth","12-Sep","POINT (-74.94530592 40.23131335)"
"203024335","0","Noahs Ark Preschool/St Stephen Kindergarten","405 Frederick Avenue",,"Sewickley","PA","15143",,"40.53882","-80.183351","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-80.183351 40.53882)"
"213384503","0","Nacetown Mennonite School","1 West Stracks Drive",,"Myerstown","PA","17076","0","40.39188","-76.348671","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.348671 40.39188)"
"104107903","5311","Ryan Gloyer MS","122 Seneca School Rd",,"Harmony","PA","16037","9101","40.809527","-80.107019","http://www.svsd.net","8-Jul","POINT (-80.107019 40.809527)"
"114062003","788","Exeter Twp SHS","201 E 37th St",,"Reading","PA","19606","3131","40.320371","-75.870417","http://www.exetersd.org","12-Sep","POINT (-75.870417 40.320371)"
"916190153","0","Bloomsburg Public Library","225 Market St",,"Bloomsburg","PA","17815","1726","41.0022388","-76.457348","https://bloomsburgpl.org/",,"POINT (-76.457348 41.0022388)"
"120452003","0","East Stroudsburg Area SD","50 Vine St",,"East Stroudsburg","PA","18301","298","41.004684","-75.184295","http://www.esasd.net",,"POINT (-75.184295 41.004684)"
"127046903","0","Rochester Area SD","540 Reno St",,"Rochester","PA","15074","1240","40.707138","-80.278209","http://www.rasd.org",,"POINT (-80.278209 40.707138)"
"208078705","0","Shady Pond School","560 Golf Course Rd",,"Altoona","PA","16601",,"40.594268","-78.266812","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-78.266812 40.594268)"
"212677773","0","Tidings of Peace Christian School","220 N Eberts Ln",,"York","PA","17403","5610","39.96265","-76.719741","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.719741 39.96265)"
"226512702","0","Immaculate Heart of Mary Sch","815 E Cathedral Rd",,"Philadelphia","PA","19128","2117","40.06476","-75.235391","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.235391 40.06476)"
"223460005","0","Mary Mother of the Redeemer School","1321 Upper State Road",,"North Wales","PA","19454",,"40.250097","-75.225828","http://www.catholicschools-phl.org",,"POINT (-75.225828 40.250097)"
"201264305","0","Mount Moriah Christian School","30 Church Street",,"Smithfield","PA","15478",,"39.803629","-79.812238","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-79.812238 39.803629)"
"212286339","0","Providence Christian Academy","474 Grant Street",,"Chambersburg","PA","17201","369","39.970365","-77.593569","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-77.593569 39.970365)"
"907650545","0","Murrysville Community Library","4130 Sardis Rd",,"Murrysville","PA","15668","1120","40.4549807","-79.6677446","http://www.murrysvillelibrary.org",,"POINT (-79.6677446 40.4549807)"
"226510132","0","Al Aqsa Islamic School","1501 N Germantown Ave",,"Philadelphia","PA","19122",,"39.97391","-75.141361","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.141361 39.97391)"
"926510006","431","Charles Durham Branch Library","3320 Haverford Ave",,"Philadelphia","PA","19104","2021","39.963884","-75.1911701","http://www.freelibrary.org",,"POINT (-75.1911701 39.963884)"
"103026402","0","Mt Lebanon SD","7 Horsman Dr",,"Pittsburgh","PA","15228","1107","40.374021","-80.050779","http://www.mtlsd.org",,"POINT (-80.050779 40.374021)"
"204430004","0","County Line School","1226 County Line Road",,"Greenville","PA","16125",,"41.484158","-80.316965","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-80.316965 41.484158)"
"112671803","4557","Leib El Sch","2925 Oakland Rd",,"Dover","PA","17315","4531","39.97129","-76.831254","http://www.doversd.org","K5H-5","POINT (-76.831254 39.97129)"
"108070502","913","Altoona Area HS","1404 6th Ave",,"Altoona","PA","16602","2427","40.510343","-78.398139","https://aahs.aasdcat.com/","6,7-12","POINT (-78.398139 40.510343)"
"115218003","1729","Shippensburg Area MS","101 Park Place",,"Shippensburg","PA","17257",,"40.04052759","-77.54034723","http://www.shipk12.org","6,7-8","POINT (-77.54034723 40.04052759)"
"206330010","0","Blose Hill Amish School","1852 Blose Hilll Road",,"Reynoldsville","PA","15851",,"41.03412","-78.837101","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-78.837101 41.03412)"
"122092102","1057","Linden El Sch","480 Linden Ave",,"Doylestown","PA","18901","4499","40.31719267","-75.11787997","http://www.cbsd.org","K5H,1-6","POINT (-75.11787997 40.31719267)"
"910140933","0","Schlow Centre Region Library","211 S Allen St",,"State College","PA","16801","4806","40.7932627","-77.8598148","http://schlowlibrary.org",,"POINT (-77.8598148 40.7932627)"
"126515001","4726","Greenberg Joseph Sch","600 Sharon Ln",,"Philadelphia","PA","19115","3527","40.09565965","-75.05735564","http://www.philasd.org","K5F-6,7-8","POINT (-75.05735564 40.09565965)"
"115221402","0","Central Dauphin SD","600 Rutherford Rd",,"Harrisburg","PA","17109","5227","40.286386","-76.803939","http://www.cdschools.org",,"POINT (-76.803939 40.286386)"
"108515107","7960","Southwest Leadership Academy CS","7101 Paschall Ave",,"Philadelphia","PA","19142",,"39.918562","-75.241872","http://www.slacs-phila.org","K5F-6,7-8","POINT (-75.241872 39.918562)"
"126515001","8296","Roosevelt Theodore MS","430 E Washington Ln",,"Philadelphia","PA","19144","1631","40.048419","-75.175464","http://www.philasd.org","K5F-6,7-8","POINT (-75.175464 40.048419)"
"103020603","0","Allegheny Valley SD","300 Pearl Ave",,"Cheswick","PA","15024","1066","40.543447","-79.816194","http://www.avsdweb.org",,"POINT (-79.816194 40.543447)"
"116496603","8372","Shikellamy MS","545 Permastone Dr",,"Northumberland","PA","17857",,"40.89630538","-76.79634824","http://www.shikbraves.org/","6,7-8","POINT (-76.79634824 40.89630538)"
"110148002","1364","State College Area HS","650 Westerly Pkwy",,"State College","PA","16801","4225","40.78351847","-77.85704486","https://www.scasd.org/Domain/986","12-Aug","POINT (-77.85704486 40.78351847)"
"115211003","0","Camp Hill SD","418 South 24th St",,"Camp Hill","PA","17011","4697","40.235084","-76.924548","http://www.camphillsd.k12.pa.us/",,"POINT (-76.924548 40.235084)"
"118403302","7661","Drums El/MS","85 South Old Turnpike Road",,"Drums","PA","18222",,"41.01078973","-76.0013499","http://www.hasdk12.org","K5F-6,7-8","POINT (-76.0013499 41.01078973)"
"103028807","0","Steel Center for Career and Technical Education","565 N. Lewis Run Road",,"Jefferson Hills","PA","15025","3711","40.323255","-79.940358","http://www.steelcentertech.com",,"POINT (-79.940358 40.323255)"
"125238402","1943","Sharon Hill Sch","701 Coates Street",,"Sharon Hill","PA","19079","1498","39.910428","-75.266948","http://www.sedelco.org","K5F-6,7-8","POINT (-75.266948 39.910428)"
"105258503","6745","Northwestern SHS","200 Harthan Way",,"Albion","PA","16401","1370","41.88631069","-80.35473284","http://www.nwsd.org","12-Sep","POINT (-80.35473284 41.88631069)"
"913361024","0","Manheim Township Public Library","595 Granite Run Dr",,"Lancaster","PA","17601","5190","40.078387","-76.3209424","http://mtpl.info",,"POINT (-76.3209424 40.078387)"
"212675703","0","Red Lion Christian School","105 Springvale Road",,"Red Lion","PA","17356",,"39.89085","-76.592691","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.592691 39.89085)"
"926510006","453","Widener Branch Library","2808 W Lehigh Ave",,"Philadelphia","PA","19132","3296","39.9967363","-75.1775661","http://www.freelibrary.org",,"POINT (-75.1775661 39.9967363)"
"118409203","6390","Wyoming Area Sec Ctr","252 Memorial St",,"Exeter","PA","18643","2659","41.32214189","-75.81059401","http://www.wyomingarea.org/","12-Jul","POINT (-75.81059401 41.32214189)"
"118409302","2878","Dana El Ctr","50 Dana Street",,"Forty Fort","PA","18704","4153","41.28399554","-75.87676377","http://www.wvwspartans.org","K5F-5","POINT (-75.87676377 41.28399554)"
"114063003","6794","Intermediate Sch","600 Governor Dr",,"Shillington","PA","19607","2952","40.30115982","-75.9536513","http://www.governormifflinsd.org","6-May","POINT (-75.9536513 40.30115982)"
"125235502","1901","Paxon Hollow MS","815 Paxon Hollow Rd",,"Broomall","PA","19008","3421","39.959226","-75.363888","http://www.mnsd.org","6,7-8","POINT (-75.363888 39.959226)"
"129540803","3891","Blue Mountain HS","1076 W Market St",,"Schuylkill Haven","PA","17972","9801","40.65099044","-76.13723858","http://www.bmsd.org","12-Sep","POINT (-76.13723858 40.65099044)"
"203021595","0","Calvary Baptist Nursery & Kindergarten","120 Anborn Dr",,"West Mifflin","PA","15122",,"40.381113","-79.887152","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-79.887152 40.381113)"
"108078003","7614","Tyrone Area El Sch","601 Clay Avenue",,"Tyrone","PA","16686",,"40.669517","-78.251979","http://www.tyrone.k12.pa.us","PreKH-PreKF,K5H-4","POINT (-78.251979 40.669517)"
"117414003","0","Jersey Shore Area SD","175 A & P Drive",,"Jersey Shore","PA","17740","9268","41.20261","-77.25412","http://www.jsasd.org",,"POINT (-77.25412 41.20261)"
"129546803","0","Saint Clair Area SD","227 S Mill St",,"Saint Clair","PA","17970","1338","40.717648","-76.186699","http://www.saintclairsd.org/",,"POINT (-76.186699 40.717648)"
"210177398","0","Ross Road School","200 Ross Rd",,"Curwensville","PA","16833",,"40.86908","-78.617731","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-78.617731 40.86908)"
"207658355","0","Mary Queen of Apostles Sch -Greenwald Site","110 Elmtree Road",,"New Kensington","PA","15068",,"40.585847","-79.752167","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-79.752167 40.585847)"
"106330703","5148","Brockway Area Elementary Sch","40 North St",,"Brockway","PA","15824","1061","41.25136796","-78.80457496","http://www.brockway.k12.pa.us","K5F-6","POINT (-78.80457496 41.25136796)"
"901631202","0","Monongahela Area Library","813 West Main St",,"Monongahela","PA","15063",,"40.205841","-79.9333925","https://www.washlibs.org/monongahela",,"POINT (-79.9333925 40.205841)"
"129544503","7223","Mahanoy Area El Sch","1 Golden Bear Dr",,"Mahanoy City","PA","17948",,"40.81035728","-76.15037359","http://www.mabears.net","K5F-6","POINT (-76.15037359 40.81035728)"
"115221753","7731","Hershey Early Childhood Ctr","450-Rear Homestead Road","PO Box 898","Hershey","PA","17033","898","40.28112414","-76.64378725","http://www.hershey.k12.pa.us","K5H-1","POINT (-76.64378725 40.28112414)"
"105253303","0","Fairview SD","7466 McCray Rd",,"Fairview","PA","16415","2401","42.021051","-80.243324","http://www.fairviewschools.org/",,"POINT (-80.243324 42.021051)"
"118409203","2875","Wyoming Area Kindergarten Ctr","50 Penn Ave",,"Exeter","PA","18643","2616","41.32217881","-75.81122917","http://www.wyomingarea.org/","K5F","POINT (-75.81122917 41.32217881)"
"205201834","0","Faith Builders Christian School","28527 Guys Mills Rd",,"Guy Mills","PA","16327",,"41.6323","-79.973761","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-79.973761 41.6323)"
"125239452","1964","Garrettford El Sch","3830 Garrett Rd",,"Drexel Hill","PA","19026","3598","39.94349703","-75.29777508","http://www.upperdarbysd.org","5-Jan","POINT (-75.29777508 39.94349703)"
"215220001","0","Nativity School of Harrisburg","2135 North Sixth Street","Second Floor","Harrisburg","PA","17110",,"40.28183","-76.890671","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.890671 40.28183)"
"214067302","0","St Ignatius Loyola School","2700 Saint Albans Dr",,"West Lawn","PA","19609","1134","40.335141","-76.0054","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.0054 40.335141)"
"222099202","0","Pen Ryn School","235 S Olds Blvd",,"Fairless Hills","PA","19030",,"40.17127","-74.859831","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-74.859831 40.17127)"
"122098202","1109","Makefield El Sch","1939 Makefield Rd",,"Yardley","PA","19067","3137","40.22299039","-74.82046528","http://www.pennsburysd.org","K5F-5","POINT (-74.82046528 40.22299039)"
"119583003","6420","Forest City Regional El Sch","100 Susquehanna Street",,"Forest City","PA","18421","1355","41.645873","-75.470481","http://www.fcrsd.org","PreKF,K4F,K5F-6","POINT (-75.470481 41.645873)"
"213360081","0","Cornerstone School","4517 White Oak Road",,"Paradise","PA","17562",,"39.96028","-76.094071","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.094071 39.96028)"
"116197503","6900","Hartman El Ctr","802 Southern Drive",,"Catawissa","PA","17820","8410","40.90385","-76.495345","http://www.scasd.us","K5F-4","POINT (-76.495345 40.90385)"
"118000000","0","Luzerne IU 18","368 Tioga Avenue",,"Kingston","PA","18704",,"41.26042","-75.887078","http://www.liu18.org",,"POINT (-75.887078 41.26042)"
"106333407","0","Jefferson County-DuBois AVTS","576 Vo Tech Rd",,"Reynoldsville","PA","15851","6368","41.109683","-78.891324","http://jefftech.info",,"POINT (-78.891324 41.109683)"
"213361952","0","Hawksville Amish School","317 Camargo Rd",,"Quarryville","PA","17566","0","39.9106","-76.168401","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.168401 39.9106)"
"121394017","0","Circle of Seasons CS","8380 Mohr Lane",,"Fogelsville","PA","18051",,"40.597595","-75.648239","http://www.circleofseasons.org",,"POINT (-75.648239 40.597595)"
"204370001","0","Thorn Hill School","298 Fayette-Neshannock Falls Road",,"Volant","PA","16156",,"41.09298","-80.299481","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-80.299481 41.09298)"
"122092102","4852","Doyle El Sch","260 N West St",,"Doylestown","PA","18901","3599","40.31093353","-75.14379624","http://www.cbsd.org","K5H,1-6","POINT (-75.14379624 40.31093353)"
"901300753","0","Eva K Bowlby Public Library","311 North West St",,"Waynesburg","PA","15370","1238","39.8994527","-80.191909","http://www.evakbowlby.org",,"POINT (-80.191909 39.8994527)"
"125239652","1887","Ardmore Avenue Sch","161 Ardmore Ave",,"Lansdowne","PA","19050","1546","39.942453","-75.280958","http://www.wpsd.k12.pa.us","K5F-6","POINT (-75.280958 39.942453)"
"122092102","7715","Tohickon MS","5051 Old Easton Road",,"Doylestown","PA","18902",,"40.36201124","-75.13152381","http://www.cbsd.org","9-Jul","POINT (-75.13152381 40.36201124)"
"907651112","0","Peoples Library","880 Barnes St",,"New Kensington","PA","15068","6235","40.5653369","-79.7642322","http://www.peopleslibrary.org",,"POINT (-79.7642322 40.5653369)"
"907650415","0","Dunbar Community Library","60 Connellsville St","P O Box 306","Dunbar","PA","15431","306","39.9745053","-79.6156874","https://dunbarcommunitylibrary.webs.com/",,"POINT (-79.6156874 39.9745053)"
"103029803","0","Wilkinsburg Borough SD","718 Wallace Ave",,"Wilkinsburg","PA","15221","2215","40.444048","-79.883132","http://www.wilkinsburgschools.org",,"POINT (-79.883132 40.444048)"
"115221402","1742","Swatara MS","1101 Highland St",,"Steelton","PA","17113","1506","40.23963844","-76.81788526","http://www.cdschools.org","6,7-8","POINT (-76.81788526 40.23963844)"
"902023303","0","Community Library of Allegheny Valley","Harrison","1522 Broadview Blvd","Natrona Heights","PA","15065","0","40.6205092","-79.7283827","http://www.alleghenyvalleylibrary.org",,"POINT (-79.7283827 40.6205092)"
"300403400","0","I'm Big Now Learning Center","106 S Lehigh St Ste 201",,"Shavertown","PA","18708",,"41.308421","-75.932709","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.932709 41.308421)"
"109531304","3868","Coudersport Area El Sch","802 Vine Street",,"Coudersport","PA","16915","1053","41.765337","-78.024119","http://www.coudyschools.net","K5F-6","POINT (-78.024119 41.765337)"
"901630243","0","California Public Library","100 Wood St",,"California","PA","15419","1068","40.0682793","-79.8890724","http://www.calpublib.org",,"POINT (-79.8890724 40.0682793)"
"127040703","661","Highland El Sch","1101 Highland Avenue",,"Ambridge","PA","15003","1529","40.59309354","-80.21461491","http://www.ambridge.k12.pa.us","PreKF,K5F-5","POINT (-80.21461491 40.59309354)"
"106161203","5217","Clarion Area El Sch","800 Boundary St",,"Clarion","PA","16214","1655","41.205938","-79.384278","http://www.clarion-schools.com","K5F-6","POINT (-79.384278 41.205938)"
"211446003","0","Rock Haven Christian School","46 Peachey Road",,"Belleville","PA","17004",,"40.59147","-77.750111","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-77.750111 40.59147)"
"123469007","4959","Western Montgomery CTC","77 Graterford Rd",,"Limerick","PA","19468","1730","40.235969","-75.509978","http://www.westerncenter.org","12-Sep","POINT (-75.509978 40.235969)"
"114064003","6315","Kutztown Area MS","10 Deisher Ln",,"Kutztown","PA","19530","8602","40.511866","-75.769371","http://www.kasd.org","6,7-8","POINT (-75.769371 40.511866)"
"126515001","3850","Frankford HS","5000 Oxford Ave",,"Philadelphia","PA","19124","2610","40.02156897","-75.08539298","http://www.philasd.org","12-Sep","POINT (-75.08539298 40.02156897)"
"914060693","0","Hamburg Public Library","35 North 3rd St",,"Hamburg","PA","19526","1502","40.5558568","-75.9839906","http://berkslibraries.org/hamburg",,"POINT (-75.9839906 40.5558568)"
"118406602","0","Pittston Area SD","5 Stout St",,"Pittston","PA","18640","3391","41.30487","-75.790892","http://www.pittstonarea.com",,"POINT (-75.790892 41.30487)"
