"Administrative Unit Number","School Number","Institution Name","Address","Address Line 2 ","City","State","Zip Code","Zip Code Extension","Latitude","Longitude","WebAddress","Grades","Georeferenced Latitude & Longitude"
"117597003","0","Southern Tioga SD","310 Morris Street",,"Blossburg","PA","16912",,"41.679727","-77.063909","http://www.southerntioga.org",,"POINT (-77.063909 41.679727)"
"109246003","6805","Ridgway Area MS","1403 Hill St",,"Ridgway","PA","15853",,"41.43340668","-78.71886549","http://www.rasd.us","6,7-8","POINT (-78.71886549 41.43340668)"
"112671803","0","Dover Area SD","101 Edgeway Road",,"Dover","PA","17315",,"40.000255","-76.850685","http://www.doversd.org",,"POINT (-76.850685 40.000255)"
"103028853","0","Sto-Rox SD","298 Ewing Rd",,"McKees Rocks","PA","15136",,"40.48372","-80.090323","http://www.srsd.k12.pa.us",,"POINT (-80.090323 40.48372)"
"101301403","6010","Miller MS","126 E Lincoln St",,"Waynesburg","PA","15370","1997","39.89345154","-80.18498266","http://www.cgsd.org","8-Jul","POINT (-80.18498266 39.89345154)"
"121135003","0","Jim Thorpe Area SD","1100 Center St",,"Jim Thorpe","PA","18229",,"40.867184","-75.744031","http://www.jimthorpesd.org",,"POINT (-75.744031 40.867184)"
"112672803","4571","Hanover SHS","401 Moul Ave",,"Hanover","PA","17331","1541","39.82209659","-76.96802986","http://www.hpsd.k12.pa.us","12-Aug","POINT (-76.96802986 39.82209659)"
"113384307","0","Lebanon County CTC","833 Metro Drive",,"Lebanon","PA","17042","9159","40.341983","-76.396263","http://www.lcctc.edu",,"POINT (-76.396263 40.341983)"
"106617203","0","Titusville Area SD","301 E Spruce St",,"Titusville","PA","16354",,"41.630714","-79.668578","http://www.gorockets.org",,"POINT (-79.668578 41.630714)"
"103026402","250","Jefferson El Sch","11 Moffett St",,"Pittsburgh","PA","15243","1199","40.381528","-80.060398","http://www.mtlsd.org","K5H,1-5","POINT (-80.060398 40.381528)"
"116191103","0","Berwick Area SD","500 Line St",,"Berwick","PA","18603","3325","41.06659","-76.222644","http://www.berwicksd.org",,"POINT (-76.222644 41.06659)"
"203027365","0","Blessed Trinity Academy","2510 Middle Road",,"Glenshaw","PA","15116",,"40.55531","-79.932011","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-79.932011 40.55531)"
"115212503","1707","East Pennsboro Area SHS","425 W Shady Ln",,"Enola","PA","17025","2242","40.29683836","-76.94063647","http://www.epasd.org","12-Sep","POINT (-76.94063647 40.29683836)"
"102027451","7884","Pittsburgh Sunnyside K-8","4801 Stanton Avenue",,"Pittsburgh","PA","15201","1627","40.480649","-79.934795","http://www.pghschools.org/","PreKF,K5F-6,7-8","POINT (-79.934795 40.480649)"
"110183602","7795","Bucktail Area MS","1300 Bucktail Avenue",,"Renovo","PA","17764","1424","41.336129","-77.708931","http://www.kcsd.k12.pa.us/","5-6,7-8","POINT (-77.708931 41.336129)"
"123460957","0","Central Montco Technical High School","821 Plymouth Road",,"Plymouth Meeting","PA","19462","2575","40.124512","-75.31503","http://www.cmths.org",,"POINT (-75.31503 40.124512)"
"115210503","7951","Mount Rock Elem Sch","47 Mount Rock Rd",,"Newville","PA","17241",,"40.174216","-77.384198","http://www.bigspringsd.org","K5F-5","POINT (-77.384198 40.174216)"
"113381303","4800","Cedar Crest HS","115 E Evergreen Rd",,"Lebanon","PA","17042","7596","40.31121101","-76.39863749","http://www.clsd.k12.pa.us","12-Sep","POINT (-76.39863749 40.31121101)"
"120480002","0","Lehigh Valley Academy Regional CS","1560 Valley Center Parkway","Suite 200","Bethlehem","PA","18017","2276","40.653517","-75.408636","http://www.lvacademy.org",,"POINT (-75.408636 40.653517)"
"212675603","0","Pleasant Hill Christian School","9002 Orchard Rd",,"Spring Grove","PA","17362","8651","39.8825","-76.917962","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.917962 39.8825)"
"213360001","0","Sycamore Amish Parochial School","590 Weaver Road",,"Strasburg","PA","17579",,"39.94922","-76.180998","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.180998 39.94922)"
"112015203","14","Littlestown SHS","200 E Myrtle St",,"Littlestown","PA","17340","1339","39.7506769","-77.08474528","http://www.lasd.k12.pa.us","12-Sep","POINT (-77.08474528 39.7506769)"
"126515001","7239","Cooke Jay MS","1300 W Louden St",,"Philadelphia","PA","19141","2603","40.02554068","-75.14604078","http://www.philasd.org","K5F-6,7-8","POINT (-75.14604078 40.02554068)"
"226518422","0","St Laurentius School","1612 E Berks St",,"Philadelphia","PA","19125","2804","39.975787","-75.128066","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.128066 39.975787)"
"103024102","157","Evergreen El Sch","3831 Evergreen Dr",,"Monroeville","PA","15146","1219","40.445289","-79.771819","http://www.gatewayk12.org","K5F-4","POINT (-79.771819 40.445289)"
"119350303","7570","Clarks Summit El Sch","401 W Grove St",,"Clarks Summit","PA","18411","2025","41.490263","-75.702949","http://www.ahsd.org","K5H,1-4","POINT (-75.702949 41.490263)"
"119586503","0","Susquehanna Community SD","3192 Turnpike St.",,"Susquehanna","PA","18847","9504","41.951172","-75.59068","http://www.scschools.org",,"POINT (-75.59068 41.951172)"
"926510006","0","Free Library of Philadelphia","1901 Vine St",,"Philadelphia","PA","19103","1189","39.9596635","-75.1710457","http://www.freelibrary.org",,"POINT (-75.1710457 39.9596635)"
"115227871","0","Reach Cyber CS","750 East Park Drive","Suite 204","Harrisburg","PA","17111",,"40.271512","-76.813639","http://www.connectionsacademy.com/reach-cyber-school",,"POINT (-76.813639 40.271512)"
"105253903","0","General McLane SD","11771 Edinboro Rd",,"Edinboro","PA","16412","1025","41.915123","-80.124936","http://www.generalmclane.org",,"POINT (-80.124936 41.915123)"
"120000000","0","Colonial IU 20","6 Danforth Drive",,"Easton","PA","18045","7820","40.73296","-75.263954","http://www.ciu20.org",,"POINT (-75.263954 40.73296)"
"211440895","0","Locust Hill Amish School","64 Locust Hill Lane",,"Milroy","PA","17063",,"40.737436","-77.570029","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-77.570029 40.737436)"
"117089003","8175","Wyalusing Valley El Sch","11450 Wyalusing-New Albany Rd",,"Wyalusing","PA","18853",,"41.6566485","-76.25300094","http://www.wyalusingrams.com","K5F-6","POINT (-76.25300094 41.6566485)"
"322090079","0","Montessori Community School","6 Penns Trail",,"Newtown","PA","18940",,"40.23045","-74.909171","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-74.909171 40.23045)"
"103026852","6603","Hosack El Sch","9275 Peebles Rd",,"Allison Park","PA","15101","1926","40.57414553","-80.00231854","http://www.northallegheny.org","K5H,1-5","POINT (-80.00231854 40.57414553)"
"108111203","1199","Cambria Heights MS","414 Glendale Lake Rd","PO Box 216","Patton","PA","16668","6803","40.63346742","-78.62948494","http://www.chsd1.org","6,7-8","POINT (-78.62948494 40.63346742)"
"112672203","7439","Eastern York MS","746 Cool Creek Rd",,"Wrightsville","PA","17368",,"39.9950624","-76.5377352","http://www.easternyork.com","6,7-8","POINT (-76.5377352 39.9950624)"
"115218303","8402","Iron Forge El Sch","4 Academy Street, Suite 200",,"Boiling Springs","PA","17007","9523","40.152012","-77.136864","http://www.smsd.us","5-Mar","POINT (-77.136864 40.152012)"
"108111303","6646","Cambria El Sch","212 Schoolhouse Rd",,"Ebensburg","PA","15931","7617","40.489809","-78.739598","https://www.cencam.org/","K5F-5","POINT (-78.739598 40.489809)"
"213360044","0","Waterloo Amish School","509 Woleber Road",,"Myerstown","PA","17067",,"40.029977","-75.953115","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.953115 40.029977)"
"923460664","276","Penn Wynne Library","130 Overbrook Parkway",,"Wynnewood","PA","19096","3211","39.9836355","-75.2749304","http://www.lmls.org",,"POINT (-75.2749304 39.9836355)"
"300028890","0","University School","5711 Howe St",,"Pittsburgh","PA","15232",,"40.45146","-79.930261","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-79.930261 40.45146)"
"102027451","8106","Pittsburgh CAPA 6-12","111 9th St",,"Pittsburgh","PA","15222",,"40.444738","-79.998741","http://www.pghschools.org/","6,7-12","POINT (-79.998741 40.444738)"
"213365782","0","Pleasant Grove School","121 Lesal Road",,"Gordonville","PA","17529",,"40.040966","-76.050299","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.050299 40.040966)"
"127041203","7823","Dutch Ridge El Sch","2220 Dutch Ridge Road",,"Beaver","PA","15009","1004","40.71679227","-80.34477562","http://www.basd.k12.pa.us","6-Mar","POINT (-80.34477562 40.71679227)"
"115227010","8278","Capital Area School for the Arts CS","150 Strawberry Square",,"Harrisburg","PA","17101",,"40.259907","-76.882766","http://www.casa-arts.org/","12-Sep","POINT (-76.882766 40.259907)"
"210140003","0","Hill Side School","6277 Brush Valley Rd",,"Rebersburg","PA","16872",,"40.96361","-77.372731","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-77.372731 40.96361)"
"123466303","3336","West Pottsgrove El Sch","25 Grosstown Rd",,"Stowe","PA","19464","2398","40.25076293","-75.68543793","http://www.pgsd.org/","K5F-2","POINT (-75.68543793 40.25076293)"
"109420803","3092","Floyd C Fretz MS","140 Lorana Ave",,"Bradford","PA","16701","1831","41.967047","-78.619975","http://www.bradfordareaschools.org","6,7-8","POINT (-78.619975 41.967047)"
"115226103","0","Millersburg Area SD","799 Center St",,"Millersburg","PA","17061","1420","40.542167","-76.95165","http://www.mlbgsd.k12.pa.us",,"POINT (-76.95165 40.542167)"
"226518332","0","St Katherine of Siena School","9738 Frankford Ave",,"Philadelphia","PA","19114","2815","39.994173","-75.264956","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.264956 39.994173)"
"225239002","0","Agnes Irwin School","Ithan & Conestoga Ave",,"Rosemont","PA","19010","0","40.028531","-75.350296","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.350296 40.028531)"
"126515001","3717","Lingelbach Anna L Sch","6340 Wayne Ave",,"Philadelphia","PA","19144","3113","40.03744562","-75.18976655","http://www.philasd.org","K5F-6,7-8","POINT (-75.18976655 40.03744562)"
"300460220","0","Armenian Sisters Academy","440 Upper Gulph Road",,"Radnor","PA","19087",,"40.05503","-75.407041","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.407041 40.05503)"
"129543392","0","SCI-Frackville","1111 Altamont Blvd",,"Frackville","PA","17931","2699","40.774785","-76.223077","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.223077 40.774785)"
"126515001","3732","Barton Clara Sch","4600 Rosehill St",,"Philadelphia","PA","19120","4446","40.02047143","-75.11950259","http://www.philasd.org","K5F-2","POINT (-75.11950259 40.02047143)"
"128030852","6577","Shannock Valley El Sch","210 Cowanshannock Avenue",,"Rural Valley","PA","16249",,"40.80075822","-79.31731338","http://svs.asd.k12.pa.us","K5H-6","POINT (-79.31731338 40.80075822)"
"124153503","1422","Great Valley MS","255 North Phoenixville Pike",,"Malvern","PA","19355","3071","40.05902861","-75.56455206","http://www.gvsd.org","6,7-8","POINT (-75.56455206 40.05902861)"
"124156503","1414","Octorara Area JSHS","226 Highland Rd",,"Atglen","PA","19310","1642","39.929502","-75.945288","http://www.octorara.k12.pa.us/","12-Jul","POINT (-75.945288 39.929502)"
"123467103","8062","Indian Crest MS","139 Harleysville Pike",,"Souderton","PA","18964","2095","40.315158","-75.335805","http://www.soudertonsd.org","6,7-8","POINT (-75.335805 40.315158)"
"307650031","0","Pressley Ridge Day School Greensburg","840 Bovard-Luxor Road",,"Greensburg","PA","15601",,"40.32115","-79.505171","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-79.505171 40.32115)"
"121390302","2794","William Allen HS","106 N 17th St",,"Allentown","PA","18104","5692","40.598174","-75.493075","http://www.allentownsd.org/","12-Sep","POINT (-75.493075 40.598174)"
"108111303","1208","Central Cambria HS","204 Schoolhouse Rd",,"Ebensburg","PA","15931","7617","40.489881","-78.739033","https://www.cencam.org/","12-Sep","POINT (-78.739033 40.489881)"
"105252602","7515","Northwest PA Collegiate Academy","2825 State St",,"Erie","PA","16508","1829","42.10991","-80.072031","http://www.eriesd.org/npca","12-Sep","POINT (-80.072031 42.10991)"
"113380303","2725","Annville Cleona HS","500 S White Oak St",,"Annville","PA","17003","2298","40.32269","-76.511114","http://www.acschools.org","12-Sep","POINT (-76.511114 40.32269)"
"205200404","0","Cherry Ridge School","25274 State Hwy 89",,"Spartansburg","PA","16434",,"41.836074","-79.698372","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-79.698372 41.836074)"
"117081003","0","Canton Area SD","509 E Main St",,"Canton","PA","17724","1698","41.656976","-76.842033","http://www.canton.k12.pa.us",,"POINT (-76.842033 41.656976)"
"115222752","7667","Scott Sch","1900 Derry Street",,"Harrisburg","PA","17104",,"40.261608","-76.858019","http://www.hbgsd.k12.pa.us","K5F-5","POINT (-76.858019 40.261608)"
"125237702","1934","Ridley HS","901 Morton Avenue",,"Folsom","PA","19033",,"39.892481","-75.334234","http://www.ridleysd.org","12-Sep","POINT (-75.334234 39.892481)"
"300351650","0","dePaul School","475 Morgan Highway",,"Scranton","PA","18501",,"41.45082","-75.679671","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.679671 41.45082)"
"300517255","0","Waldorf School of Philadelphia","6000 Wayne Ave",,"Philadelphia","PA","19144",,"40.034102","-75.183854","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.183854 40.034102)"
"909530035","0","Potter-Tioga County Library System","106 E Main St",,"Knoxville","PA","16928",,"41.9569044","-77.4392257","http://www.pottertiogalibrary.org/",,"POINT (-77.4392257 41.9569044)"
"112282004","0","Fannett-Metal SD","14823 Path Valley Road","P.O. Box 91","Willow Hill","PA","17271","91","40.122935","-77.779339","http://www.fmtigers.org",,"POINT (-77.779339 40.122935)"
"908560783","0","Meyersdale Public Library","210 Center St, PO Box 98",,"Meyersdale","PA","15552","98","39.8136931","-79.024748","https://www.meyersdalelibrary.org",,"POINT (-79.024748 39.8136931)"
"101631903","4235","Chartiers-Houston JSHS","2050 W Pike St",,"Houston","PA","15342","1052","40.231463","-80.215701","http://www.chbucs.k12.pa.us","12-Jul","POINT (-80.215701 40.231463)"
"203024805","0","Seton Lasalle High School","1000 McNeilly Rd",,"Pittsburgh","PA","15226","2513","40.387583","-80.026782","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-80.026782 40.387583)"
"207650002","0","Grace Bible Academy","128 Bradenville School Road",,"Bradenville","PA","15620",,"40.318575","-79.337776","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-79.337776 40.318575)"
"213361422","0","Fairfield School","1360 Furniss Rd",,"Peach Bottom","PA","17563",,"39.79065","-76.219391","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.219391 39.79065)"
"203024605","0","Our Lady Sacred Heart HS","1504 Woodcrest Ave",,"Coraopolis","PA","15108","3054","40.50238","-80.154531","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-80.154531 40.50238)"
"206335945","0","Sawmill Road School","1113 Sawmill Road",,"Punxsutawney","PA","15767",,"40.880273","-79.036085","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-79.036085 40.880273)"
"126515001","3773","Solis-Cohen Solomon Sch","7001 Horrocks St",,"Philadelphia","PA","19149","1743","40.04486641","-75.06460447","http://www.philasd.org","K5F-5","POINT (-75.06460447 40.04486641)"
"110183602","6242","Renovo El Sch","1301 Bucktail Ave",,"Renovo","PA","17764","1423","41.336149","-77.709087","http://www.kcsd.k12.pa.us/","K5F-4","POINT (-77.709087 41.336149)"
"926510006","412","Eastwick Branch Library","2851 Island Ave",,"Philadelphia","PA","19153","2314","39.9059388","-75.2402947","http://www.freelibrary.org",,"POINT (-75.2402947 39.9059388)"
"908110453","0","Cresson Public Library","231 Laurel Ave",,"Cresson","PA","16630","1118","40.461968","-78.5882407","https://www.cclsys.org/cresson/",,"POINT (-78.5882407 40.461968)"
"121136503","1319","Towamensing El Sch","7920 Interchange Rd",,"Lehighton","PA","18235","9998","40.87155914","-75.56622564","http://www.palmerton.org","K5H-6","POINT (-75.56622564 40.87155914)"
"904101053","0","Mars Area Public Library","107 Grand Ave, P O Box 415",,"Mars","PA","16046","415","40.6958996","-80.0117254","http://marsarealibrary.org",,"POINT (-80.0117254 40.6958996)"
"213380002","0","Sun Valley Parochial School","241 Millbach Rd",,"Newmanstown","PA","17073",,"40.304479","-76.246524","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.246524 40.304479)"
"300157200","0","Royer-Greaves School for the Blind","118 S Valley Rd",,"Paoli","PA","19301","1444","40.03648","-75.482911","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.482911 40.03648)"
"103028653","8460","South Allegheny MS","2743 Washington Blvd",,"McKeesport","PA","15133","2017","40.322159","-79.870979","http://www.southallegheny.org/","6,7-8","POINT (-79.870979 40.322159)"
"105253553","5328","Fort LeBoeuf MS","865 Cherry St","PO Box 516","Waterford","PA","16441",,"41.950445","-79.987594","http://www.fortleboeuf.net","6,7-8","POINT (-79.987594 41.950445)"
"113364002","2600","Wheatland MS","919 Hamilton Park Dr",,"Lancaster","PA","17603","4914","40.0319268","-76.32746604","http://www.lancaster.k12.pa.us/","6,7-8","POINT (-76.32746604 40.0319268)"
"114514135","8083","Sankofa Freedom Academy CS","2501 Kensington Avenue","#2533","Philadelphia","PA","19124","1321","40.009507","-75.087765","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx","K5F-6,7-12","POINT (-75.087765 40.009507)"
"113365203","2516","Conestoga El Sch","100 Hill St",,"Conestoga","PA","17516","9788","39.94811486","-76.33762625","http://www.pennmanor.net","K5H,1-6","POINT (-76.33762625 39.94811486)"
"124152003","1391","Beaver Creek El Sch","601 W Pennsylvania Ave",,"Downingtown","PA","19335","2450","40.00220296","-75.72033262","http://www.dasd.org","K5H-5","POINT (-75.72033262 40.00220296)"
"128323703","4964","East Pike El Sch","501 E Pike",,"Indiana","PA","15701","2234","40.62063404","-79.12458836","https://www.iasd.cc/","PreKF,K5F-3","POINT (-79.12458836 40.62063404)"
"101631703","7217","Canonsburg MS","100 Big Mac Boulevard",,"Canonsburg","PA","15317","1321","40.26077209","-80.18623029","http://www.cmsd.k12.pa.us","8-Jul","POINT (-80.18623029 40.26077209)"
"119648903","0","Western Wayne SD","1970C Easton Turnpike",,"Lake Ariel","PA","18436",,"41.492585","-75.40154","http://www.westernwayne.org",,"POINT (-75.40154 41.492585)"
"123469303","6470","Blue Bell El Sch","801 Symphony Ln",,"Blue Bell","PA","19422","1730","40.157314","-75.270704","http://www.wsdweb.org/","K5F-5","POINT (-75.270704 40.157314)"
"115229003","0","Upper Dauphin Area SD","5668 State Route 209",,"Lykens","PA","17048","8414","40.569216","-76.756514","http://www.udasd.org",,"POINT (-76.756514 40.569216)"
"101260803","4818","Brownsville Area HS","One Falcon Drive",,"Brownsville","PA","15417","2256","40.00637887","-79.89392663","http://www.basd.org","12-Sep","POINT (-79.89392663 40.00637887)"
"122098103","1098","Sellersville El Sch","122 W Ridge Ave",,"Sellersville","PA","18960","2541","40.34993994","-75.30685365","http://www.pennridge.org/psd/psd.htm","K5H-5","POINT (-75.30685365 40.34993994)"
"119584707","7106","Susquehanna County CTC","2380 Elk Lake School Road",,"Springville","PA","18844",,"41.7386","-75.9558","http://www.scctc-school.org","12-Sep","POINT (-75.9558 41.7386)"
"204434454","0","Shady Maple Amish Parochial","93 School Road",,"Stoneboro","PA","16153",,"41.343749","-80.183221","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-80.183221 41.343749)"
"210146553","0","State College Friends School","1900 University Dr",,"State College","PA","16801",,"40.78073","-77.839311","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-77.839311 40.78073)"
"114069103","6980","Wilson HS","2601 Grandview Boulevard",,"West Lawn","PA","19609","1324","40.33097235","-76.00059169","http://www.wilsonsd.org","12-Sep","POINT (-76.00059169 40.33097235)"
"217410751","0","Walnut Street Christian School","201 W Highland St",,"Avis","PA","17721",,"41.1828","-77.319451","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-77.319451 41.1828)"
"226518092","0","St Jerome School","3031 Stamford St",,"Philadelphia","PA","19136","1829","40.055636","-75.03069","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.03069 40.055636)"
"108058003","753","Tussey Mountain HS","199 Front Street",,"Saxton","PA","16678","8610","40.221905","-78.235825","http://www.tmsd.net","12-Sep","POINT (-78.235825 40.221905)"
"920481113","0","Mary Meuser Memorial Library","1803 Northampton St",,"Easton","PA","18042","3183","40.6898578","-75.2374961","https://www.meuserlib.org/",,"POINT (-75.2374961 40.6898578)"
"101262903","0","Frazier SD","142 Constitution St",,"Perryopolis","PA","15473","1390","40.088862","-79.755815","http://www.frazierschooldistrict.org",,"POINT (-79.755815 40.088862)"
"115222752","7901","Marshall Math Science Academy","301 Hale Avenue",,"Harrisburg","PA","17104",,"40.268509","-76.847181","http://www.hbgsd.k12.pa.us","5-6,7-8","POINT (-76.847181 40.268509)"
"125237603","6512","Wayne El Sch","651 W Wayne Ave",,"Wayne","PA","19087","3899","40.033651","-75.40347","http://www.rtsd.org","K5F-5","POINT (-75.40347 40.033651)"
"220482252","0","Holy Family School","17 Convent Ave",,"Nazareth","PA","18064","0","40.12762","-75.515401","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.515401 40.12762)"
"123465303","0","Methacton SD","1001 Kriebel Mill Rd",,"Eagleville","PA","19403","1047","40.172106","-75.399283","http://www.methacton.org",,"POINT (-75.399283 40.172106)"
"213364102","0","Metzlers Mennonite School","535 W Metzler Road",,"Ephrata","PA","17522","0","40.141434","-76.179943","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.179943 40.141434)"
"228036673","0","Maple Leaf Amish School","401 State Rt 1023",,"Dayton","PA","16222",,"40.896303","-79.252518","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-79.252518 40.896303)"
"207652255","0","Harvest Baptist Academy","224 Harvest Lane",,"Natrona Heights","PA","15065",,"40.66292","-79.720131","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-79.720131 40.66292)"
"323463035","0","Keystone Freedom Academy","732 Louis Drive",,"Warminster","PA","18974",,"40.20374","-75.083085","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.083085 40.20374)"
"226518002","0","St Huberts Catholic High Sch","7320 Torresdale Ave",,"Philadelphia","PA","19136","4198","40.031398","-75.034087","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.034087 40.031398)"
"917590693","0","Mansfield Free Public Library","71 North Main St",,"Mansfield","PA","16933","1303","41.8090515","-77.0790883","http://mansfieldpubliclibrary.com",,"POINT (-77.0790883 41.8090515)"
"122092102","4678","Unami MS","160 South Moyer Rd",,"Chalfont","PA","18914","3199","40.2839491","-75.19743659","http://www.cbsd.org","9-Jul","POINT (-75.19743659 40.2839491)"
"126510008","7684","Richard Allen Preparatory CS","2601 S 58th St",,"Philadelphia","PA","19143",,"39.92827345","-75.21859431","http://www.rapcs.org","5-6,7-9","POINT (-75.21859431 39.92827345)"
"218402601","0","Immanuel Christian School","40 W Hemlock St",,"Hazelton","PA","18201",,"40.956717","-75.973786","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.973786 40.956717)"
"101264003","6600","Laurel Highlands SHS","300 Bailey Ave",,"Uniontown","PA","15401","2461","39.90711063","-79.71007623","http://www.lhsd.org","12-Sep","POINT (-79.71007623 39.90711063)"
"121395103","2827","Kratzer Sch","2200 Huckleberry Rd",,"Allentown","PA","18104","1399","40.62132629","-75.51608731","https://kratzer.parklandsd.org/","K5F-5","POINT (-75.51608731 40.62132629)"
"905250963","0","Union City Public Library","South Main & Stranahan Sts",,"Union City","PA","16438","1322","41.89417","-79.84875","http://www.ucpl.org",,"POINT (-79.84875 41.89417)"
"123469303","3247","Wissahickon SHS","521 Houston Rd",,"Ambler","PA","19002","3553","40.168397","-75.229128","http://www.wsdweb.org/","12-Sep","POINT (-75.229128 40.168397)"
"226510080","0","Cristo Rey Philadelphia High School","1717 W Allegheny Ave",,"Philadelphia","PA","19132",,"40.032934","-75.146628","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.146628 40.032934)"
"220485402","0","Good Shepherd Catholic School","1300 Newport Ave",,"Northampton","PA","18067","1442","40.23973","-76.939791","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.939791 40.23973)"
"128321103","8490","River Valley MS","104 School Lane",,"Blairsville","PA","15717",,"40.4491066","-79.2192638","http://www.rvsdpa.org","6,7-8","POINT (-79.2192638 40.4491066)"
"228033204","0","Grace Christian School","215 Arthur St",,"Kittanning","PA","16201",,"40.810722","-79.528923","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-79.528923 40.810722)"
"115218303","6328","Boiling Springs HS","21 Academy Street",,"Boiling Springs","PA","17007","9523","40.1530832","-77.13686825","http://www.smsd.us","12-Sep","POINT (-77.13686825 40.1530832)"
"300232610","0","Garretts Way","395 Bishop Hollow Rd",,"Newtown Square","PA","19073",,"39.972479","-75.425492","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.425492 39.972479)"
"113364002","0","Lancaster SD","251 S Prince St",,"Lancaster","PA","17603",,"40.046164","-76.28619","http://www.lancaster.k12.pa.us/",,"POINT (-76.28619 40.046164)"
"126519392","8257","Memphis Street Academy CS @ JP Jones","2950 Memphis Street",,"Philadelphia","PA","19134",,"39.98627078","-75.11289354","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx","5-6,7-8","POINT (-75.11289354 39.98627078)"
"116496503","7892","Shamokin Area MS","2000 W State St",,"Shamokin","PA","17866",,"40.78133155","-76.58994792","http://www.indians.k12.pa.us","8-Jul","POINT (-76.58994792 40.78133155)"
"208561265","0","Cross Road Special School","115 Niverton Rd",,"Salisbury","PA","15562",,"39.741481","-79.123795","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-79.123795 39.741481)"
"120483302","3473","Palmer El Sch","3050 Green Pond Rd",,"Easton","PA","18045","2580","40.687487","-75.264445","http://www.eastonsd.org","K5F-5","POINT (-75.264445 40.687487)"
"118408852","0","Wilkes-Barre Area SD","730 S Main St",,"Wilkes Barre","PA","18702","3623","41.233682","-75.903526","http://www.wbasd.k12.pa.us",,"POINT (-75.903526 41.233682)"
"927041053","0","Carnegie Free Library-Midland","61 Ninth St",,"Midland","PA","15059","1528","40.6367812","-80.4506653","http://www.beaverlibraries.org/midland.asp",,"POINT (-80.4506653 40.6367812)"
"125235103","7643","Kindergarten Academy","900 Washington Avenue",,"Prospect Park","PA","19076",,"39.88725","-75.3034","http://www.interborosd.org/","K5F","POINT (-75.3034 39.88725)"
"129547203","3940","Shenandoah Valley JSHS","805 West Centre Street",,"Shenandoah","PA","17976","1401","40.81925397","-76.21135847","http://www.svbluedevils.org/","12-Jul","POINT (-76.21135847 40.81925397)"
"926510006","447","Torresdale Branch Library","3079 Holme Ave",,"Philadelphia","PA","19136","1101","40.0569214","-75.0157973","http://www.freelibrary.org",,"POINT (-75.0157973 40.0569214)"
